Title,Date
"Brooklyn Nine-Nine: Temporada 1: El Buitre","18/07/19"
"Brooklyn Nine-Nine: Temporada 1: Un rato con la forense","18/07/19"
"Brooklyn Nine-Nine: Temporada 1: El bajón","17/07/19"
"Brooklyn Nine-Nine: Temporada 1: El grafitero","17/07/19"
"Brooklyn Nine-Nine: Temporada 1: Piloto","17/07/19"
"La química del amor","16/07/19"
"Quizás para siempre","16/07/19"
"El aviso","13/07/19"
"La ley de los audaces: Temporada 8: Su mano derecha","13/07/19"
"El paquete","11/07/19"
"Beats","10/07/19"
"Novato","10/07/19"
"Crímenes americanos: Temporada 1: De las cenizas de la tragedia","09/07/19"
"Salvation: Temporada 1: Piloto","08/07/19"
"Venganza del más allá","08/07/19"
"Stranger Things: Capítulo uno: La desaparición de Will Byers","04/07/19"
"13 Reasons Why: Temporada 2: Adiós","01/07/19"
"13 Reasons Why: Temporada 2: La caja de Polaroids","01/07/19"
"13 Reasons Why: Temporada 2: Bryce y Chloe","01/07/19"
"13 Reasons Why: Temporada 2: Sonrían, perras","01/07/19"
"13 Reasons Why: Temporada 2: La página faltante","01/07/19"
"13 Reasons Why: Temporada 2: La niña","01/07/19"
"13 Reasons Why: Temporada 2: La tercera Polaroid","01/07/19"
"13 Reasons Why: Temporada 2: La sonrisa al final del muelle","01/07/19"
"13 Reasons Why: Temporada 2: La máquina de tiza","01/07/19"
"13 Reasons Why: Temporada 2: La segunda Polaroid","01/07/19"
"Código abierto","29/06/19"
"Flubber y el profesor chiflado","26/06/19"
"Kung Fu Panda: Secretos bárbaros: Volumen 1: Jugar los dos: Secretos Bárbaros de Kung Fu Panda","26/06/19"
"Black Mirror: Temporada 5: Rachel, Jack y Ashley Too","26/06/19"
"Black Mirror: Temporada 5: Striking Vipers","26/06/19"
"El Barco: Temporada 1: Un millón de millas","26/06/19"
"Los Jóvenes Titanes en acción: Temporada 1: El sándwich legendario / Hermanos de pay","26/06/19"
"Rick y Morty: Temporada 2: Los Ricks deben estar locos","26/06/19"
"Mad Men: Temporada 2: El violín de oro","24/06/19"
"Mad Men: Temporada 2: Maidenform","24/06/19"
"Misterio a bordo","23/06/19"
"Black Mirror: Temporada 4: Crocodile","22/06/19"
"Black Mirror: Temporada 4: Arkangel","22/06/19"
"Black Mirror: Temporada 4: USS Callister","22/06/19"
"Black Mirror: Temporada 3: Odio nacional","22/06/19"
"I Am Mother","21/06/19"
"Campamento en el fin del mundo","20/06/19"
"Hannah Gadsby: Nanette","17/06/19"
"Mad Men: Temporada 2: La nueva","17/06/19"
"Amityville: El Despertar","17/06/19"
"Chambers: Temporada 1: El derecho al conocimiento","17/06/19"
"Durante la tormenta","17/06/19"
"El conjuro 2","17/06/19"
"Black Mirror: Temporada 3: Caída en picada","17/06/19"
"Ciudad de sombras","17/06/19"
"Black Mirror: Temporada 2: Oso blanco","17/06/19"
"Black Mirror: Temporada 3: El hombre contra el fuego","17/06/19"
"Black Mirror: Temporada 3: Cállate y baila","17/06/19"
"13 Reasons Why: Temporada 2: Zorra ebria","16/06/19"
"Mad Men: Temporada 2: Tres domingos","16/06/19"
"Mad Men: Temporada 1: Hay humo en tus ojos","16/06/19"
"La peor semana","15/06/19"
"13 Reasons Why: Temporada 2: Dos chicas y un beso","15/06/19"
"Un novato en apuros 2","15/06/19"
"The OA: Parte II: Capítulo 2: Isla del tesoro","15/06/19"
"Arrested Development: Temporada 1: Por caridad","15/06/19"
"Armados y peligrosos","15/06/19"
"Nuestro último verano","14/06/19"
"Black Mirror: Temporada 4: Metalhead","11/06/19"
"Rick y Morty: Temporada 2: Asimilación autoerótica","11/06/19"
"Maniac: Miniserie: Molinos de viento","10/06/19"
"Black Mirror: Temporada 2: Blanca Navidad","10/06/19"
"Black Mirror: Temporada 2: El momento Waldo","10/06/19"
"Robando vidas","10/06/19"
"Perdida","10/06/19"
"Otro día para matar","10/06/19"
"La quinta ola","10/06/19"
"Rick y Morty: Temporada 1: Televisión interdimensional","10/06/19"
"Secret City: Los vigilantes","09/06/19"
"Madre","07/06/19"
"Dilema: Parte I: Piloto","07/06/19"
"Mulan","07/06/19"
"Sense8: Temporada 1: Resonancia límbica","07/06/19"
"Dilema: Parte I: ¿Qué es esto?","07/06/19"
"Orphan Black: Temporada 2: Aparente maquinación del azar","07/06/19"
"Orphan Black: Temporada 2: Mezclar con la propia naturaleza","04/06/19"
"Orphan Black: Temporada 2: Sana razón y religión verdadera como guías","04/06/19"
"Orphan Black: Temporada 2: Naturaleza reprimida y excitada","04/06/19"
"Chelsea: Temporada 2 (2017): Cena con amigos y un final en clave de sol","03/06/19"
"La langosta","02/06/19"
"Orphan Black: Temporada 1: Hermosas formas infinitas","01/06/19"
"Orphan Black: Temporada 1: Selección inconsciente","01/06/19"
"Falsa identidad","31/05/19"
"Breaking Bad: Temporada 1: Materia gris","29/05/19"
"Dinastía: Temporada 1: Casi no te reconocí","28/05/19"
"Marvel - Inhumans: Temporada 1: Episodio 1","28/05/19"
"Orphan Black: Temporada 1: Red de la vida","26/05/19"
"Orphan Black: Temporada 1: Partes desarrolladas de manera inusual","25/05/19"
"Dos policías rebeldes 2","25/05/19"
"Red social","25/05/19"
"Conversaciones con asesinos: Las cintas de Ted Bundy: Miniserie: Uno de nosotros","25/05/19"
"La última ola","25/05/19"
"Pandora","25/05/19"
"Orphan Black: Temporada 1: Variaciones por domesticación","25/05/19"
"Orphan Black: Temporada 1: Condiciones para la existencia","25/05/19"
"Orphan Black: Temporada 1: Efectos de condiciones externas","25/05/19"
"Orphan Black: Temporada 1: Variación por naturaleza","25/05/19"
"Orphan Black: Temporada 1: Instinto","25/05/19"
"Orphan Black: Temporada 1: Selección natural","24/05/19"
"Breaking Bad: Temporada 1: Cáncer","19/05/19"
"Breaking Bad: Temporada 1: Y la bolsa en el río","19/05/19"
"Breaking Bad: Temporada 1: El gato en la bolsa","19/05/19"
"One Day at a Time: Temporada 3: Fantasmas","18/05/19"
"One Day at a Time: Temporada 3: Beber y conducir","18/05/19"
"One Day at a Time: Temporada 3: Penny de menos, Nicole de más","18/05/19"
"Rick y Morty: Temporada 2: Ponte ricoso","18/05/19"
"Mortdecai: El artista del engaño","17/05/19"
"One Day at a Time: Temporada 3: Amo y señor","17/05/19"
"One Day at a Time: Temporada 3: La ansiedad al ataque","17/05/19"
"One Day at a Time: Temporada 3: Manejo de la ira","17/05/19"
"One Day at a Time: Temporada 3: Un Día de San Valentín a la vez","17/05/19"
"One Day at a Time: Temporada 3: Corte de raíz","17/05/19"
"One Day at a Time: Temporada 3: Hermanos","17/05/19"
"One Day at a Time: Temporada 3: Beneficios con amigos","17/05/19"
"One Day at a Time: Temporada 3: Afuera","17/05/19"
"One Day at a Time: Temporada 3: El funeral","17/05/19"
"One Day at a Time: Temporada 2: Todavía no","16/05/19"
"One Day at a Time: Temporada 2: Ciudadana Lydia","16/05/19"
"One Day at a Time: Temporada 2: El baile de la escuela","16/05/19"
"One Day at a Time: Temporada 2: Guerras de almacenamiento","16/05/19"
"One Day at a Time: Temporada 2: Hola, Penélope","16/05/19"
"One Day at a Time: Temporada 2: Lo que pasó","16/05/19"
"One Day at a Time: Temporada 2: Exclusivos","16/05/19"
"Arrested Development: Temporada 1: Decisiones importantes","16/05/19"
"Arrested Development: Temporada 1: Buster crece","16/05/19"
"Arrested Development: Temporada 1: Top Banana","16/05/19"
"Arrested Development: Temporada 1: Piloto","16/05/19"
"Vengadores: La era de Ultrón","14/05/19"
"One Day at a Time: Temporada 2: Trabajar duro, jugar duro","12/05/19"
"One Day at a Time: Temporada 2: Bajo llave","12/05/19"
"One Day at a Time: Temporada 2: Raíces","11/05/19"
"One Day at a Time: Temporada 2: A Zir, con amor","11/05/19"
"One Day at a Time: Temporada 2: Escolarización","11/05/19"
"One Day at a Time: Temporada 2: El cambio","11/05/19"
"One Day at a Time: Temporada 1: Una mentira a la vez","11/05/19"
"One Day at a Time: Temporada 1: Quinceañera","11/05/19"
"One Day at a Time: Temporada 1: Huracán Víctor","11/05/19"
"One Day at a Time: Temporada 1: Orgullo y prejuicio","11/05/19"
"One Day at a Time: Temporada 1: Charla de sexo","11/05/19"
"One Day at a Time: Temporada 1: Viva Cuba","11/05/19"
"One Day at a Time: Temporada 1: Espera, por favor","11/05/19"
"One Day at a Time: Temporada 1: Muerte de la señora Resnick","11/05/19"
"One Day at a Time: Temporada 1: Callejeros","10/05/19"
"The OA: Parte II: Capítulo 1: Ángel de la muerte","10/05/19"
"The OA: Parte I: Capítulo 1: Vuelta a casa","10/05/19"
"La historia real de un falso asesino","10/05/19"
"La cita perfecta","09/05/19"
"Rick y Morty: Temporada 1: La simulación alienígena","08/05/19"
"Blindspot: Temporada 3: En recuerdo de","07/05/19"
"Blindspot: Temporada 1: Los huesos se pudrirán","07/05/19"
"Ant-Man: El hombre hormiga","06/05/19"
"One Day at a Time: Temporada 1: Muñeco de nieve","04/05/19"
"One Day at a Time: Temporada 1: Misa","04/05/19"
"One Day at a Time: Temporada 1: Bobos y mamitas","04/05/19"
"One Day at a Time: Temporada 1: No hay más","04/05/19"
"Rick y Morty: Temporada 1: Meeseeks destructores","01/05/19"
"Chambers: Temporada 1: Hacia lo desconocido","28/04/19"
"Contratiempo","28/04/19"
"Rick y Morty: Temporada 3: Cuentos de la Ciudadela","26/04/19"
"Rick y Morty: Temporada 1: Parque anatómico","22/04/19"
"El mundo oculto de Sabrina: Parte 2: Capítulo veinte: El vals de Mefistófeles","21/04/19"
"El mundo oculto de Sabrina: Parte 2: Capítulo diecinueve: La mandrágora","21/04/19"
"30 minutos o menos","21/04/19"
"Tienda de unicornios","21/04/19"
"La designada ultra fea","20/04/19"
"Someone Great: Alguien extraordinario","20/04/19"
"El mundo oculto de Sabrina: Parte 2: Capítulo dieciocho: Los milagros de Sabrina Spellman","20/04/19"
"El mundo oculto de Sabrina: Parte 2: Capítulo diecisiete: Los misioneros","20/04/19"
"El mundo oculto de Sabrina: Parte 2: Capítulo dieciséis: Blackwood","18/04/19"
"Touch: Touch: Season 2: Leviatán","15/04/19"
"Touch: Touch: Season 2: Luchar o escapar","15/04/19"
"Touch: Season 1: La seguridad de los números","15/04/19"
"Touch: Season 1: 1 + 1 = 3","15/04/19"
"Touch: Season 1: La leyenda del hilo rojo","15/04/19"
"El mundo oculto de Sabrina: Parte 2: Capítulo quince: La casa de terror del Dr. Cerberus","14/04/19"
"El mundo oculto de Sabrina: Parte 2: Capítulo catorce: Las Lupercales","14/04/19"
"El mundo oculto de Sabrina: Parte 2: Capítulo trece: La pasión de Sabrina Spellman","14/04/19"
"El mundo oculto de Sabrina: Parte 2: Capítulo doce: La epifanía","14/04/19"
"Liga de la Justicia y Jóvenes Titanes: Unión en acción","13/04/19"
"La ley de los audaces: Temporada 8: Lucha por el poder","12/04/19"
"Touch: Touch: Season 2: Acusado","10/04/19"
"Touch: Touch: Season 2: Tal para cual","09/04/19"
"Touch: Touch: Season 2: Precisión","09/04/19"
"Touch: Touch: Season 2: Reuniones","09/04/19"
"Touch: Touch: Season 2: Fantasmas","09/04/19"
"Rick y Morty: Temporada 2: La squanch-boda","08/04/19"
"Rick y Morty: Temporada 3: La conspiración Whirly Dirly","08/04/19"
"Rick y Morty: Temporada 3: Rickusando la piedra","07/04/19"
"BoJack Horseman: Temporada 1: BoJack Horseman: Temporada 1: La historia de BoJack, capítulo 1","07/04/19"
"Touch: Touch: Season 2: Roto","07/04/19"
"Touch: Touch: Season 2: Directo a los ojos","07/04/19"
"Touch: Touch: Season 2: Tormenta perfecta","07/04/19"
"Rick y Morty: Temporada 3: La redención de Rick","07/04/19"
"Touch: Touch: Season 2: Enemigo de mi enemigo","06/04/19"
"Touch: Touch: Season 2: Más cerca","06/04/19"
"Touch: Touch: Season 2: Horizonte de sucesos","05/04/19"
"Touch: Season 1: El camino no elegido","05/04/19"
"El hombre de acero","05/04/19"
"Touch: Season 1: Deriva (Parte 2)","05/04/19"
"Touch: Season 1: Deriva (Parte 1)","05/04/19"
"Touch: Season 1: Teselaciones","05/04/19"
"Touch: Season 1: Música de las esferas","05/04/19"
"Touch: Season 1: Zona de exclusión","05/04/19"
"Touch: Season 1: El aumento de la noósfera","04/04/19"
"Touch: Season 1: Perdido y encontrado","04/04/19"
"Touch: Season 1: Enredo","04/04/19"
"Touch: Season 1: Hilos de cometa","04/04/19"
"Colonia","03/04/19"
"Secret City: Un donativo para la lucha","03/04/19"
"Altered Carbon: Temporada 1: Retorno al pasado","03/04/19"
"Fullmetal Alchemist: Brotherhood: Parte 1: La ciudad de la herejía","28/03/19"
"Fullmetal Alchemist: Brotherhood: Parte 1: El día del inicio","28/03/19"
"Fullmetal Alchemist: Brotherhood: Parte 1: El alquimista de acero","28/03/19"
"Bright","25/03/19"
"Escolta","25/03/19"
"Historia de un crimen: Colosio: Miniserie: Perdón y olvido","25/03/19"
"Historia de un crimen: Colosio: Miniserie: Bienvenida a Lomas Taurinas","25/03/19"
"Historia de un crimen: Colosio: Miniserie: Yo lo maté","25/03/19"
"Historia de un crimen: Colosio: Miniserie: El candidato","25/03/19"
"En primera plana","19/03/19"
"Marvel's Agent Carter: Temporada 2: Final de Hollywood","18/03/19"
"Marvel's Agent Carter: Temporada 2: Algo de música y baile","18/03/19"
"Marvel's Agent Carter: Temporada 2: Al borde del misterio","17/03/19"
"El sexto sentido","17/03/19"
"Marvel's Agent Carter: Temporada 2: Monstruos","16/03/19"
"Marvel's Agent Carter: Temporada 2: El alma de la fiesta","16/03/19"
"Marvel's Agent Carter: Temporada 2: El trabajo atómico","16/03/19"
"Marvel's Agent Carter: Temporada 2: Humo y espejos","15/03/19"
"Marvel's Agent Carter: Temporada 2: Mejores ángeles","15/03/19"
"Marvel's Agent Carter: Temporada 2: Vistazo en la oscuridad","15/03/19"
"Viajeros: Temporada 1: Protocolo 6","15/03/19"
"Marvel's Agent Carter: Temporada 2: Dama del lago","14/03/19"
"Marvel's Agent Carter: Temporada 1: Discurso de despedida","14/03/19"
"Marvel's Agent Carter: Temporada 1: SNAFU","14/03/19"
"Marvel's Agent Carter: Temporada 1: Pecado","14/03/19"
"Marvel's Agent Carter: Temporada 1: El techo de hierro","14/03/19"
"Marvel's Agent Carter: Temporada 1: El botón blitzkrieg","11/03/19"
"Marvel's Agent Carter: Temporada 1: Tiempo y marea","11/03/19"
"Marvel's Agent Carter: Temporada 1: Puente y túnel","10/03/19"
"Marvel's Agent Carter: Temporada 1: Ahora no es el fin","10/03/19"
"Secretos de una obsesión","27/02/19"
"Monty Python - El sentido de la vida","27/02/19"
"Flash: Temporada 4: Somos Flash","23/02/19"
"Flash: Temporada 4: Piensa rápido","23/02/19"
"Flash: Temporada 4: Harry y los Harrison","23/02/19"
"Flash: Temporada 4: Por eso está ella","23/02/19"
"Flash: Temporada 4: Furioso canalla","21/02/19"
"Flash: Temporada 4: Déjate ir","21/02/19"
"Flash: Temporada 4: Null está enojada","21/02/19"
"Flash: Temporada 4: Corre, Iris, corre","18/02/19"
"Flash: Temporada 4: Entrada al tiempo Flash","17/02/19"
"Flash: Temporada 4: Sujeto 9","17/02/19"
"Sin senos sí hay paraíso: Temporada 1: Nace Catalina chica","17/02/19"
"Fullmetal Alchemist: Temporada 1: Reunión de los caídos","15/02/19"
"Fullmetal Alchemist: Temporada 1: Teoría de la avaricia","15/02/19"
"Fullmetal Alchemist: Temporada 1: Al, secuestrado","15/02/19"
"Fullmetal Alchemist: Temporada 1: La nota de Marcoh","15/02/19"
"Flash: Temporada 4: Colores verdaderos","14/02/19"
"Fullmetal Alchemist: Temporada 1: La casa donde espera la familia","13/02/19"
"Fullmetal Alchemist: Temporada 1: Pérdidas","13/02/19"
"Fullmetal Alchemist: Temporada 1: La masacre de Ishval","13/02/19"
"Fullmetal Alchemist: Temporada 1: El brazo derecho de la destrucción","13/02/19"
"Fullmetal Alchemist: Temporada 1: Los otros hermanos Elric (Parte 1)","13/02/19"
"Fullmetal Alchemist: Temporada 1: Psiren, la ladrona","11/02/19"
"Fullmetal Alchemist: Temporada 1: Un reloj de plata para el perro de los militares","11/02/19"
"Fullmetal Alchemist: Temporada 1: La Piedra Filosofal","11/02/19"
"Fullmetal Alchemist: Temporada 1: La noche en que la quimera lloró","11/02/19"
"Fullmetal Alchemist: Temporada 1: Aquel que desafía al Sol","11/02/19"
"Flash: Temporada 4: Querida, encogí al equipo","11/02/19"
"Flash: Temporada 4: El Caballero Elástico asciende","11/02/19"
"Flash: Temporada 4: El juicio de Flash","10/02/19"
"Flash: Temporada 4: No corras","10/02/19"
"Blindspot: Temporada 1: Ocho delgadas sonrisas","10/02/19"
"Helix: Temporada 1: Piloto","10/02/19"
"Nicky Jam: El Ganador: Temporada 1: Escape a Nueva Yol","10/02/19"
"Flash: Temporada 4: Crisis en Tierra X, parte 3","10/02/19"
"Flash: Temporada 4: Por lo tanto, soy","10/02/19"
"Flash: Temporada 4: Cuando Harry conoció a Harry...","10/02/19"
"Flash: Temporada 4: Noche de chicas","10/02/19"
"Flash: Temporada 4: El alargado viaje hacia la noche","09/02/19"
"Flash: Temporada 4: Flash renacido","09/02/19"
"Flash: Temporada 4: Suerte para una dama","09/02/19"
"Flash: Temporada 4: Señales mixtas","09/02/19"
"El secreto de Adaline","08/02/19"
"Flash: Temporada 3: Línea final","07/02/19"
"Flash: Temporada 3: Calle Infantino","07/02/19"
"Flash: Temporada 3: Causa y efecto","07/02/19"
"Conversaciones con asesinos: Las cintas de Ted Bundy: Miniserie: Apuesto demonio","07/02/19"
"Flash: Temporada 3: Sé quién eres","07/02/19"
"Club de Cuervos: Temporada 4: Todos Somos Cuervos","07/02/19"
"Club de Cuervos: Temporada 4: Un viaje a la luna","07/02/19"
"Club de Cuervos: Temporada 4: Un camino para dos","06/02/19"
"Club de Cuervos: Temporada 4: Loco por Mary Luz","05/02/19"
"Club de Cuervos: Temporada 4: Campo de concentración","05/02/19"
"Club de Cuervos: Temporada 1: Nuestro Guggenheim","05/02/19"
"Club de Cuervos: Temporada 1: Sé un capitán","05/02/19"
"Hagamos una orgía","04/02/19"
"Damage","04/02/19"
"Black Mirror: Bandersnatch","04/02/19"
"El laberinto del fauno","04/02/19"
"Flash: Temporada 3: El Flash del presente y del futuro","04/02/19"
"Flash: Temporada 3: Abra Kadabra","04/02/19"
"Flash: Temporada 3: En la fuerza de la velocidad","04/02/19"
"Flash: Temporada 3: La ira de Savitar","04/02/19"
"Flash: Temporada 3: Ataque a Ciudad Central","04/02/19"
"Flash: Temporada 3: Ataque a Ciudad Gorila","04/02/19"
"Flash: Temporada 3: Intocable","04/02/19"
"Flash: Temporada 3: Vivo o muerto","04/02/19"
"Flash: Temporada 3: Tomando prestados problemas del futuro","04/02/19"
"Amor a segunda vista","02/02/19"
"Triste San Valentín","02/02/19"
"Cómo entrenar a tu dragón","02/02/19"
"White Girl","31/01/19"
"Club de Cuervos presenta: La balada de Hugo Sánchez: Temporada 1: Los despreciables","31/01/19"
"Club de Cuervos presenta: La balada de Hugo Sánchez: Temporada 1: Finas visitas","31/01/19"
"Club de Cuervos presenta: La balada de Hugo Sánchez: Temporada 1: Ataúdes Sánchez","31/01/19"
"Club de Cuervos presenta: La balada de Hugo Sánchez: Temporada 1: Orgullo mexicano","31/01/19"
"Club de Cuervos presenta: La balada de Hugo Sánchez: Temporada 1: Padre de la selva","30/01/19"
"Club de Cuervos presenta: La balada de Hugo Sánchez: Temporada 1: Ponte bloqueador","30/01/19"
"Club de Cuervos: Temporada 4: Cuatro milagritos","27/01/19"
"Club de Cuervos: Temporada 4: La peste negra","27/01/19"
"Club de Cuervos: Temporada 4: Cyrano de Bergerac","26/01/19"
"Club de Cuervos: Temporada 4: La puta de Nuevo Toledo","26/01/19"
"Club de Cuervos: Temporada 4: Valle de Silicon","26/01/19"
"Club de Cuervos: Temporada 4: Tienes email","26/01/19"
"Club de Cuervos: Temporada 4: Diego Villalobos","26/01/19"
"Bajo el mismo cielo","23/01/19"
"Viajeros: Temporada 1: Piloto","23/01/19"
"La bruja","19/01/19"
"Babadook","19/01/19"
"The Blacklist: Temporada 5: Sutton Ross (N.º 17)","10/01/19"
"The Blacklist: Temporada 5: Lawrence Dane Devlin (N.º 26)","10/01/19"
"The Blacklist: Temporada 5: Nicholas T. Moore (N.º 110)","10/01/19"
"The Blacklist: Temporada 5: Zarak Mosadek (N.º 23)","10/01/19"
"The Blacklist: Temporada 5: Anna-Gracia Duerte (N.º 25)","10/01/19"
"The Blacklist: Temporada 5: Ian Garvey (N.º 13): Conclusión","07/01/19"
"The Blacklist: Temporada 5: El asesino de capricornio (N.º 19)","07/01/19"
"Mentes maestras","06/01/19"
"Un despertar glorioso","06/01/19"
"Ozark: Temporada 1: Azucarada","06/01/19"
"Scorpion: Temporada 4: Kenny y el avión","06/01/19"
"Scorpion: Temporada 4: Una mentira en la arena","06/01/19"
"Blindspot: Temporada 1: Un grito perdido","06/01/19"
"Perdidos en el espacio: Temporada 1: Diamantes en el cielo","06/01/19"
"DC's Legends of Tomorrow: Temporada 3: Beebo, el dios de la guerra","06/01/19"
"COMEDIANTES del mundo: México: Hugo, el Cojo Feliz","05/01/19"
"COMEDIANTES del mundo: EE. UU.: Neal Brennan","05/01/19"
"COMEDIANTES del mundo: México: Gaby Llanas","05/01/19"
"COMEDIANTES del mundo: México: Franco Escamilla","05/01/19"
"Intercambio de princesas","05/01/19"
"The Blacklist: Temporada 5: Pattie Sue Edwards (N.º 68)","01/01/19"
"The Blacklist: Temporada 5: Sr. Raleigh Sinclair III (N.º 51)","01/01/19"
"The Blacklist: Temporada 5: La mano invisible","01/01/19"
"Bird Box: A ciegas","01/01/19"
"The Blacklist: Temporada 5: La corporación Killgannon (N.º 48)","31/12/18"
"The Blacklist: Temporada 5: La agencia de viajes (N.º 90)","31/12/18"
"The Blacklist: Temporada 5: Ilyas Surkov (N.º 54)","31/12/18"
"The Blacklist: Temporada 5: El cocinero (N.º 56)","24/12/18"
"The Blacklist: Temporada 5: Abraham Stern (N.º 100)","24/12/18"
"The Blacklist: Temporada 5: El informante (N.º 118)","24/12/18"
"The Blacklist: Temporada 5: Perdición","24/12/18"
"The Blacklist: Temporada 5: Ian Garvey (N.º 13)","23/12/18"
"Silencio","22/12/18"
"Legítimo rey","21/12/18"
"The Blacklist: Temporada 5: El desenlace (N.º 44)","20/12/18"
"The Blacklist: Temporada 4: Señor Kaplan (N.° 4): Conclusión","20/12/18"
"The Blacklist: Temporada 5: Rebecca Thrall (N.º 76)","19/12/18"
"The Blacklist: Temporada 5: Greyson Blaise (N.º 37)","19/12/18"
"The Blacklist: Temporada 5: Smokey Putnum (N.º 30)","19/12/18"
"The Blacklist: Temporada 4: Philomena (N.° 61)","18/12/18"
"The Blacklist: Temporada 4: Réquiem","16/12/18"
"The Blacklist: Temporada 4: El Cobrador (N.° 46)","16/12/18"
"The Blacklist: Temporada 4: Dr. Bogdan Krilov (N.° 29)","15/12/18"
"The Blacklist: Temporada 4: Dembe Zuma (N.° 10)","15/12/18"
"48 deseos de Navidad","15/12/18"
"The Blacklist: Temporada 4: El Boticario (N.° 59)","15/12/18"
"ROMA","15/12/18"
"Nicky Jam: El Ganador: Temporada 1: Los Cangris","15/12/18"
"El mundo oculto de Sabrina: Parte 1: Capítulo once: Un cuento invernal","15/12/18"
"El mundo oculto de Sabrina: Parte 1: Capítulo ocho: El entierro","15/12/18"
"Mowgli: Relatos del libro de la selva","15/12/18"
"The Blacklist: Temporada 4: El Arquitecto (N.° 107)","14/12/18"
"El mundo oculto de Sabrina: Parte 1: Capítulo siete: El Festín de los Festines","13/12/18"
"El mundo oculto de Sabrina: Parte 1: Capítulo seis: Exorcismo en Greendale","13/12/18"
"Black Mirror: Temporada 4: Hang the DJ","12/12/18"
"The Blacklist: Temporada 4: Isabella Stone (N.° 34)","12/12/18"
"The Blacklist: Temporada 4: Natalie Luca (N.° 184)","12/12/18"
"El mundo oculto de Sabrina: Parte 1: Capítulo tres: El juicio de Sabrina Spellman","11/12/18"
"The Blacklist: Temporada 4: El Harén (N.° 102)","10/12/18"
"El sustituto","10/12/18"
"Gánster americano","10/12/18"
"Arrow: Temporada 6: Cadena perpetua","10/12/18"
"Arrow: Temporada 6: Lazos que atan","10/12/18"
"Arrow: Temporada 6: Caso No. 11-19-41-73","10/12/18"
"El mundo oculto de Sabrina: Parte 1: Capítulo dos: El bautismo oscuro","10/12/18"
"El mundo oculto de Sabrina: Parte 1: Capítulo uno: El país de octubre","10/12/18"
"Mamá","10/12/18"
"The Blacklist: Temporada 4: El Pronosticador (N.º 163)","09/12/18"
"The Blacklist: Temporada 4: Mariscos Lipet (N.º 111)","09/12/18"
"Arrow: Temporada 6: Lealtad cambiante","09/12/18"
"The Blacklist: Temporada 4: Dra. Adrian Shaw (N.º 98): Conclusión","08/12/18"
"The Blacklist: Temporada 4: Dra. Adrian Shaw (N.º 98)","08/12/18"
"Arrow: Temporada 6: El dragón","08/12/18"
"Arrow: Temporada 6: Fundamentos","08/12/18"
"Arrow: Temporada 6: Compañeros de armas","08/12/18"
"Arrow: Temporada 6: La Hermandad Thanatos","08/12/18"
"Arrow: Temporada 6: Dobles","07/12/18"
"Arrow: Temporada 6: Curso de colisión","07/12/18"
"Arrow: Temporada 6: El mayor truco del diablo","07/12/18"
"Arrow: Temporada 6: Todo por nada","07/12/18"
"The Blacklist: Temporada 4: Los Zorzales (N.º 53)","06/12/18"
"The Blacklist: Temporada 4: El Lindquist Concern (N.º 105)","06/12/18"
"Arrow: Temporada 6: Nosotros caemos","06/12/18"
"Arrow: Temporada 6: Divididos","05/12/18"
"The Blacklist: Temporada 4: Gaia (N.º 81)","04/12/18"
"The Blacklist: Temporada 4: Miles McGrath (N.º 65)","04/12/18"
"The Blacklist: Temporada 4: Mato (N.º 66)","03/12/18"
"Arrow: Temporada 6: Diferencias irreconciliables","03/12/18"
"The Blacklist: Temporada 4: Esteban (N.º 79)","02/12/18"
"The Blacklist: Temporada 3: Alexander Kirk (N.° 14): Conclusión","02/12/18"
"The Blacklist: Temporada 3: Alexander Kirk (N.° 14)","02/12/18"
"Flash: Temporada 3: Monstruo","01/12/18"
"Flash: Temporada 3: Los nuevos renegados","01/12/18"
"El calendario de Navidad","01/12/18"
"The Blacklist: Temporada 3: Susan Hargrave","01/12/18"
"The Blacklist: Temporada 3: La red Artax","01/12/18"
"The Blacklist: Temporada 3: Alistair Pitt (N.° 103)","01/12/18"
"The Blacklist: Temporada 3: Cabo May","01/12/18"
"Arrow: Temporada 6: Crisis en Tierra X, parte 2","30/11/18"
"Arrow: Temporada 6: Día de Acción de Gracias","30/11/18"
"The Blacklist: Temporada 3: Sr. Solomon (N.° 32)","30/11/18"
"The Blacklist: Temporada 3: Sr. Solomon (N.° 32): Conclusión","30/11/18"
"The Blacklist: Temporada 3: El cuidador (N.° 78)","29/11/18"
"Arrow: Temporada 6: Promesas cumplidas","29/11/18"
"Arrow: Temporada 6: Deathstroke regresa","29/11/18"
"Arrow: Temporada 6: Intercambio de roles","29/11/18"
"The Blacklist: Temporada 3: Drexel (N.° 113)","27/11/18"
"The Blacklist: Temporada 3: Lady Ambrosia (N.° 77)","27/11/18"
"The Blacklist: Temporada 3: La vehm (N.° 132)","26/11/18"
"The Blacklist: Temporada 3: Sr. Gregory Devry (N.° 95)","25/11/18"
"Iron Man: El Hombre de Hierro","25/11/18"
"The Blacklist: Temporada 3: El director (N.° 24): Conclusión","25/11/18"
"The Blacklist: Temporada 3: El director (N.° 24)","25/11/18"
"Trollhunters: Relatos de Arcadia: Parte 1: El elegido: Parte 1","24/11/18"
"The Blacklist: Temporada 3: Los reyes de la autopista (N.° 108)","24/11/18"
"Las crónicas de Navidad","23/11/18"
"Arrow: Temporada 6: El pariente más próximo","23/11/18"
